Cj	qSK	LSC-2	CE	LSC-1	Mel	CF	Ves	MC	SK	IC	nm-cSC	LE	EC	TSK	hnESC	average
TEX41	1840	5202	993	1170	1375	157734	14943	1125	25725	2542	386	0	2437	0	1849	4458	13861
ACVR2A	216348	30393	145511	185105	92086	9505	32308	8917	3232	12714	2908	970	295103	4158	5241	14676	66198
AC009480.1	2036	613	1044	1749	1203	0	225	0	455	0	66	0	30	0	0	652	504
ORC4	283950	132385	187776	335550	128218	16078	101032	17467	3917	95564	8006	1805	237051	20312	33473	103265	106616
MBD5	169812	94823	123363	170683	73063	14355	89705	19639	8098	50619	12198	2769	160106	13972	16432	29969	65600
EPC2	147680	82008	78862	121299	83819	16159	65060	12031	6279	73188	10518	3676	129685	9643	24596	43359	56741
KIF5C	353	1339	2560	924	4263	3247	4700	177	0	0	1508	1795	2296	6735	0	32942	3927
LYPD6B	339473	4527	633336	816464	35504	3976	63675	2710	168	3997	3575	119	400375	1191	0	1847	144434
LYPD6	5409	897	17100	8593	4446	1482	8747	103	50	0	0	0	6479	1319	0	591	3451
MMADHC	783158	321174	570434	959659	322972	60008	341241	34091	10791	309811	24374	3434	1161653	31851	74649	254846	329009
AC007364.1	7180	8335	4946	7378	3443	598	4559	500	658	4268	119	179	8104	1570	1847	106	3362
LINC01931	336	373	1329	335	809	0	25	0	0	0	0	0	1565	0	0	0	298
RND3	8731084	525923	2736241	9032700	1029144	129176	2124904	78265	53177	328440	62318	40703	2923050	87365	534623	35037	1778259
AC023469.1	44	3835	0	35	0	0	0	0	0	525	0	0	0	0	0	0	277
AC018731.1	0	10430	0	0	0	26	3926	0	0	8726	0	0	0	0	0	0	1444
RBM43	95536	76503	55857	98137	30309	11472	108757	18505	7320	19492	3033	3696	25155	11471	10525	8065	36490
NMI	170997	39098	94674	135203	59021	4422	39565	17715	2748	26604	10655	1326	117858	2980	7414	155621	55369
TNFAIP6	38982	209456	0	1883	51	717	2503863	841	1435	303699	19947	7315	0	133	1382751	10673	280109
RIF1	305617	256271	230499	273971	182393	31149	259358	45959	14789	128842	19638	5346	184770	44829	49857	640110	167087
NEB	5430	20544	4327	3396	3222	9	2309	505	221	4404	793	0	1482	17007	1694	2936	4267
ARL5A	678529	600571	642409	898788	319176	54582	438525	39940	22019	444731	32949	4892	1164668	245224	151826	75124	363372
AC097448.1	60229	98131	74123	74315	51370	8389	60042	4422	3235	54762	2938	1213	130226	12172	24250	0	41238
CACNB4	61063	29958	20634	9148	176627	1456	26271	753	658	5063	2031	352	61003	28909	909	3035	26742
STAM2	174501	78462	59977	136962	51421	7806	90557	7035	3593	47172	5558	2190	65062	8871	15408	47936	50157
FMNL2	107414	133046	65524	23591	77573	4016	88128	8380	2110	107083	11499	3636	70926	1575	33953	136726	54699
AC012066.2	1052	2325	293	232	185	0	1569	89	0	957	255	0	216	0	913	0	505
AC012443.2	1056	2694	770	765	465	308	1455	0	0	801	0	0	625	0	476	0	588
PRPF40A	1283385	419446	606791	1212614	460798	71111	468589	51421	15017	322084	59676	7699	961742	60199	136514	612006	421818
ARL6IP6	527096	159859	368805	531218	195152	33864	117933	23795	6067	141843	12914	1372	462442	5169	23491	252908	178996
RPRM	43829	120	7684	45504	14571	214	2909	891	434	175	370	0	18263	0	0	37019	10749
GALNT13	13965	15805	10465	23386	4153	533	4291	809	0	3629	362	0	8568	0	5290	733	5749
AC061961.1	0	0	0	0	0	0	302	0	365	0	0	0	0	0	0	0	41
KCNJ3	803	291	126	464	154	0	3498	0	180	0	0	944	149	0	0	244	428
AC073225.1	1912	782	2265	2254	1492	154	1619	257	89	0	148	0	3166	0	0	0	883
LINC01876	8867	130	8688	8521	5823	28	474	287	504	0	268	0	3010	0	59	1620	2392
AC074099.1	4518	0	647	1098	742	253	403	59	306	0	461	0	480	0	0	239	575
NR4A2	724015	22129	287472	514570	331082	56769	174800	38453	22676	5643	233967	21472	581363	15856	3774	13312	190460
GPD2	202981	17832	84481	144508	66778	9430	40181	7710	1315	4940	5637	2029	94430	12718	2360	61564	47431
AC096589.1	126	0	581	112	139	0	0	0	0	0	0	0	0	0	0	0	60
GALNT5	440274	23338	48177	322840	51283	1394	156811	2222	384	3908	1933	142	45825	1495	1163	0	68824
ERMN	970	0	0	36	0	0	608	0	0	0	253	0	0	0	0	0	116
CYTIP	6256	174	186	501	82	105	820	0	450	302	108055	0	426	0	0	73	7339
ACVR1C	1671	3139	378	24	510	0	2460	403	0	4332	518	0	632	0	0	4168	1140
AC019186.1	1411	714	1493	917	103	0	480	0	65	2224	0	0	56	83	221	1181	559
ACVR1	67105	86445	48318	59759	33446	5752	89478	8249	3529	34255	2928	569	64794	3997	11643	63240	36469
UPP2	189	75	116	1113	17	0	0	0	0	0	0	0	567	0	0	168	140
AC013731.1	3282	733	1099	3428	1619	44	1101	0	0	0	525	0	953	529	221	4639	1136
AC091488.1	4824	871	4210	3797	2760	146	614	0	0	870	0	0	9532	0	0	0	1726
CCDC148	6245	5362	4724	3407	5288	212	1934	788	0	5372	0	90	3929	4411	428	618	2676
PKP4	168428	40070	103524	104796	64170	10714	44391	40725	3013	16805	3294	214	71194	17906	8002	34258	45719
PKP4-AS1	2286	375	0	123	663	0	64	66	0	0	0	0	0	0	0	1193	298
DAPL1	5534938	198945	5076931	14665831	439427	90398	81195	77369	14618	284660	71346	1388	3074558	139556	3872	10969	1860375
TANC1	259182	118186	196858	411376	68244	28809	48002	39134	7231	39590	4065	6549	111438	43934	10335	16493	88089
WDSUB1	61339	41726	49110	58144	23484	9994	37342	6324	1454	30401	4405	61	60386	7950	9912	49115	28197
BAZ2B	709237	149192	368090	561381	253235	27338	127821	55959	8034	43457	26209	4242	208236	46297	9609	44708	165190
AC009506.1	34671	18906	26116	26395	18126	2652	8716	4405	330	7264	2005	0	54293	8991	1014	2545	13527
AC009961.1	19872	6164	11201	23172	8014	1065	3120	1123	211	3213	1262	272	23246	1556	2297	6847	7040
MARCH7	584205	229066	439462	655074	240485	31696	224964	34332	11206	179056	29217	5583	673149	27863	53327	136500	222199
CD302	22612	389073	9049	12638	49258	18020	325080	28102	53210	239396	43862	1679	16898	22846	45912	5231	80179
AC009961.4	248	3983	155	48	583	453	2742	766	168	3089	346	0	415	1843	699	0	971
LY75	104944	32651	50787	30452	68752	1030	17920	6923	1884	8321	9852	526	32754	2359	9013	4398	23910
PLA2R1	94638	140042	81012	69874	60718	1360	102867	8803	2867	41205	2649	510	19979	5013	11213	18450	41325
ITGB6	176884	1624	47332	54420	35218	989	1794	333	0	876	691	90	88011	0	0	171	25527
AC092153.1	4463	0	4336	2501	614	0	0	0	0	0	0	0	40	0	0	0	747
LINC02478	1473	3848	913	396	879	436	5882	223	199	2963	333	0	1227	0	0	1559	1271
RBMS1	411327	465855	184102	272617	183504	50554	497918	74841	23161	380916	29644	8953	524199	42649	86253	388509	226563
TANK	517010	307758	239997	433353	161731	79081	324358	32806	12543	286687	79326	3746	372039	19410	85092	46024	187560
AC009299.3	4442	602	2150	4572	738	0	212	78	144	249	297	0	1938	259	267	201	1009
LINC01806	14895	722	7522	26386	3521	9	418	0	0	0	535	0	11086	0	0	7413	4531
PSMD14	552709	299786	293702	590518	126407	35023	257816	19594	11264	354592	17093	1846	495451	24589	161735	292823	220934
TBR1	103	2731	394	174	112	0	0	0	0	365	0	0	846	0	536	35	331
SLC4A10	0	0	0	0	0	0	444	0	0	0	0	0	0	0	0	0	27
DPP4	5117	21193	262	701	364	0	127586	2242	0	8660	3960	0	1133	0	37205	310	13046
AC008063.1	140	1307	0	96	242	0	7300	316	0	1233	195	0	242	0	1257	0	770
AC008063.2	17	1548	0	22	0	0	3892	0	0	3577	0	0	0	0	1510	0	660
FAP	2505	249063	198	2920	241	95	257465	1704	213	166665	743	0	144	9828	21569	1685	44690
IFIH1	214666	15219	57963	218866	35153	6103	27974	15136	1134	8519	10486	1125	61593	8076	3869	540	42901
GCA	234564	61795	85428	251268	44671	7828	42125	17407	3715	28725	19745	1760	125693	14248	6276	14242	59968
FIGN	1038	48479	932	1684	1125	13191	30021	641	8430	8407	0	6834	95	2839	608	27318	9478
GRB14	676	118	895	898	597	0	830	456	65	161	0	231	890	0	0	3938	610
COBLL1	756791	26275	309640	856342	61308	19078	62502	36720	19844	8567	4449	1776	318463	0	1082	8306	155696
AC019197.1	33862	120	6913	36826	615	0	1168	180	688	0	83	0	10954	0	0	16087	6718
SLC38A11	10507	50	1458	21345	429	93	1591	468	9269	0	0	0	4221	0	0	0	3089
SCN3A	746	486	1686	8540	457	0	1746	6570	12405	141	0	0	0	0	0	364	2071
SCN2A	1471	155	1857	4433	83	0	27264	1549	0	0	106	0	0	0	0	9061	2873
CSRNP3	43346	15090	61665	80029	31820	2575	12098	2555	11195	3888	427	0	33543	4136	0	2127	19031
GALNT3	1015313	13727	377490	1527164	200801	9979	35659	9115	1601	9814	11152	238	615246	359	1787	23295	240796
AC009495.3	19571	137	5671	22328	3943	208	703	150	0	0	305	0	3684	0	87	721	3594
AC009495.1	337	188	44	429	79	0	208	0	0	0	0	0	0	0	0	0	80
TTC21B	77747	81626	85446	82039	70684	10874	60139	8059	2665	35155	4279	2161	42007	14154	11682	17057	37861
TTC21B-AS1	1967	2138	1344	3048	1352	215	860	186	66	452	879	0	75	0	0	0	786
SCN1A-AS1	34982	936	4793	8121	7089	751	1382	824	249	0	90	919	10395	253	0	0	4424
SCN1A	90	0	0	0	0	0	3353	0	0	0	0	0	0	0	0	482	245
SCN9A	2572	239	117	752	570	658	12413	13686	0	0	1313	8127	0	0	0	0	2528
SCN7A	2008	5078	146	1542	519	1332	42309	112	1238	141	1564	150056	0	0	0	27	12879
AC016723.1	676	0	824	3066	433	0	0	0	0	0	0	0	0	0	0	100	318
B3GALT1	616	2448	670	1652	74	0	25	17	576	0	0	142	0	0	0	1302	470
STK39	464325	9843	15881	125337	22545	1567	37963	4708	5948	1828	4568	1358	35607	9068	2154	39982	48918
CERS6	374227	12776	250788	344095	140023	13701	47740	8437	10071	6161	8693	1117	269230	13971	1679	10228	94559
CERS6-AS1	3375	328	1114	2626	1369	167	325	71	124	112	0	0	572	176	0	0	647
NOSTRIN	1248	10029	1218	948	592	0	3776	75899	270	3751	148	0	1328	0	109	970	6268
SPC25	725	1540	15462	977	71	516	3348	0	0	1123	132	0	6255	284	100	98923	8091
ABCB11	9803	632	2327	4632	2590	306	559	204	153	0	141	0	3312	0	0	0	1541
DHRS9	625272	2777	1363	159885	638	253	6082	2345	87	229	6317	0	67602	0	245	618	54607
LRP2	2137	0	0	120	32	0	643	230	0	0	81	0	348	0	0	1847	340
BBS5	35359	56294	21494	28543	25468	26495	43005	3451	2981	24575	1296	1452	14611	8474	12709	2949	19322
KLHL41	639	1214	673	1287	571	1707	557	0	841	1064	0	0	1244	0	0	0	612
FASTKD1	40212	31175	35814	45473	23113	3589	30844	4097	1129	23040	2812	476	27103	9973	5547	116600	25062
PPIG	1434178	569044	751656	1180042	577696	90912	502562	90323	35740	460025	60691	12508	1420339	77663	118824	778569	510048
CCDC173	1932	38351	4188	1768	7619	676	10361	259	441	31892	1412	1106	3895	9070	1544	747	7204
PHOSPHO2	23429	19221	18658	26645	13314	2231	29306	1408	1793	10463	754	317	24650	2507	3648	27720	12879
KLHL23	7716	16446	4491	4086	16640	538	58782	1393	27973	13892	734	605	8191	3223	2799	49366	13555
SSB	1082775	803381	673260	1100862	458832	79886	1042401	76396	49826	827734	41020	10707	779689	95308	296927	1170986	536874
METTL5	762760	298024	440548	810519	182359	28701	322572	31866	19042	243308	14237	4146	598296	30467	65044	626981	279929
UBR3	204641	129386	134240	218214	80463	12150	107655	20252	6748	48632	6505	1750	94385	42756	14439	60477	73918
MYO3B	8514	1069	21695	14826	4910	77	3751	0	85	186	457	0	14971	0	1011	844	4525
AC007405.1	1169	4519	1106	266	459	284	1127	0	115	2042	0	0	1002	250	151	73	785
SP5	186	4429	27	296	1306	188	15022	0	66	341	106	0	1504	0	0	1044	1532
AC007405.3	4349	56300	17387	3476	20893	1149	21321	607	721	40589	149	117	25571	7968	9028	9938	13723
ERICH2	2386	27385	4880	817	8064	126	11960	293	306	16986	413	0	9827	2609	7092	1683	5927
GAD1	1686	193	5545	1195	2439	254	385	193	135	0	0	0	3348	0	0	613	999
GORASP2	406200	192017	187523	354868	122428	42500	255614	19289	7795	139605	8523	2582	447015	21470	93466	137489	152399
TLK1	359582	144076	214394	327804	191253	21681	161588	24961	5907	105048	16794	1412	306859	35900	57592	158225	133317
METTL8	113070	87040	114489	138145	43934	6696	69340	6879	3043	46006	7098	1113	119748	4256	7558	87991	53525
DCAF17	57615	27634	48320	69489	20137	4306	24707	3534	2792	15618	1530	126	43539	7312	7293	37127	23193
CYBRD1	266881	1434710	1189897	319825	340439	23133	796178	42122	24068	323256	11970	11039	590909	32924	90163	4428	343871
DYNC1I2	838696	473666	451008	1070363	214085	70584	297421	71794	34982	266528	22910	12457	510160	65836	70134	160184	289426
SLC25A12	124367	55642	64384	126535	67768	4701	49531	8532	4814	21764	3514	645	42779	22456	6469	56723	41289
HAT1	447363	194037	286684	451034	221286	33965	140808	26989	10700	199562	12455	4020	418911	22995	61417	346482	179919
METAP1D	19234	16896	32254	26657	22316	805	16496	3014	2086	4085	1394	800	16658	2563	1263	39702	12889
DLX1	34	0	0	0	49	59	380	0	0	0	0	1922	0	0	0	281	170
DLX2	6108	1652	5135	2804	1238	5736	568	210	0	120	2151	3840	15030	5712	457	1283	3253
AC104088.3	759	721	301	180	1382	0	0	1113	0	0	0	0	0	610	0	0	316
ITGA6	863654	331970	1317518	684735	321114	16384	30522	248931	1428	69003	14417	5934	1652516	40153	6949	133298	358658
AC078883.2	3121	2020	8953	1241	2443	231	29	340	0	51	0	0	3476	842	0	392	1446
ITGA6-AS1	2961	764	443	1860	1203	0	9137	519	0	568	344	0	2137	414	2754	0	1444
AC078883.1	6142	1092	3072	3978	1048	0	3377	1558	0	0	591	0	4880	1610	1371	7235	2247
PDK1	97921	72694	110254	104573	62944	3679	56681	5527	1924	11604	8113	101	124452	36891	9248	17313	45245
RAPGEF4	18533	1387	44415	14357	5154	549	1331	20825	162	529	711	0	45635	2944	0	918	9840
MAP3K20	176920	88835	157888	115966	156205	6464	255599	19366	44134	41972	8914	1815	646449	13862	34030	24603	112064
CDCA7	37512	1060	63706	8254	32376	911	10489	99	710	0	1563	0	47160	0	0	148466	22019
AC106900.1	9127	0	4606	6593	3861	54	43	86	0	0	0	0	3693	0	0	108	1761
SP3	561657	224007	343736	410676	225385	29416	174211	41476	10886	136960	24865	3495	424779	25562	50201	110583	174868
AC016737.1	1170	200	411	87	390	0	512	0	241	0	0	0	392	0	669	82	259
LINC01960	1103	4312	312	223	42	10	2064	0	173	1101	115	0	546	0	540	110	666
OLA1	572330	218521	410411	617803	268873	39070	309783	34143	11557	219354	17525	2586	733256	32639	83197	311107	242635
CIR1	946915	478452	454524	946203	288516	51301	437551	43195	26100	420261	28857	6709	500444	45563	141847	87161	306475
SCRN3	105805	34942	53482	127531	21206	3395	27311	5024	2037	13644	3129	265	56551	9589	3471	20697	30505
GPR155	87954	66914	42674	49031	72321	50702	63009	4847	2523	14004	16728	42143	42734	7980	5200	1537	35644
AC010894.2	14258	7696	11918	17564	3811	1458	4652	718	142	10099	212	0	20792	1588	765	504	6011
WIPF1	5788	154466	2285	3797	11919	7010	197089	10107	7535	53386	88654	8987	6942	0	16601	4204	36173
CHRNA1	0	3369	0	0	0	0	104	0	0	2239	172	0	0	0	0	92	373
CHN1	2138	252827	1063	3557	649	1442	177496	18850	31998	120547	2177	436	1172	1273	15988	31965	41474
ATF2	146509	179601	145924	122543	128096	17456	116166	27418	7285	115874	13466	2879	123266	15844	32987	52222	77971
AC096649.1	126	233	389	96	107	0	0	0	0	0	254	0	603	403	0	0	138
ATP5MC3	3099297	1207117	2059257	3664696	823791	223757	1325234	67531	65496	1364649	70875	8485	2943664	634600	350917	7597553	1594182
LNPK	155683	301275	75512	178464	57894	57966	202155	8057	9132	93115	7677	2459	93793	22159	37129	27174	83103
HOXD11	618	302	18	40	39	0	0	7171	0	0	0	0	117	0	0	214	532
HOXD10	276	305	0	316	0	0	0	18882	0	0	0	196	0	0	0	294	1267
HOXD-AS2	31	0	0	113	0	256	0	11376	214	0	0	0	0	0	0	2059	878
HOXD9	772	367	252	423	0	107	0	32429	0	0	106	0	0	0	0	1076	2221
HOXD8	429	385	155	350	328	1012	96	37174	0	0	106	0	0	0	0	1145	2574
HOXD3	223	0	127	0	0	0	458	7444	0	0	0	0	0	0	0	383	539
HOXD4	0	0	37	59	0	370	0	2598	187	0	0	0	0	0	0	1154	275
HAGLR	241	0	60	0	0	0	0	3733	0	0	0	0	0	0	0	510	284
HAGLROS	164	0	29	81	0	0	0	2908	0	0	0	0	0	0	0	2436	351
HOXD1	1104	1698	0	317	37	122	340	14703	0	430	0	0	0	0	0	443	1199
MTX2	404800	142836	286380	483101	108955	22782	133135	20389	7148	110465	7868	1543	358511	28472	24115	424195	160293
LINC01117	0	72	56	201	0	1347	1533	11518	0	0	0	117	142	0	0	176	947
LINC01116	25271	19590	39403	22992	36491	8568	8302	24507	312	9806	1083	1322	42981	10390	2259	4418	16106
AC073636.1	0	0	30	0	0	0	0	431	0	0	0	0	0	0	0	0	28
AC074286.1	524	337	42	246	284	0	99	3795	0	0	0	0	245	0	0	0	348
AC079305.3	18926	16179	14665	15828	11437	823	9201	2474	380	4706	2586	1382	10984	4877	2264	0	7295
HNRNPA3	2115678	774959	1429855	2227115	877375	184674	719431	192730	76334	529283	137739	20380	1781445	190669	170183	1538060	810369
NFE2L2	2997334	2441831	1624768	2133257	1263669	134575	1603465	100633	30695	2279010	117310	15768	2105350	183300	484722	103644	1101208
AC079305.1	38487	13843	15853	35073	11050	1495	6304	1591	456	1385	2221	453	1185	1174	422	1322	8270
AC019080.1	52388	10345	46803	88550	4666	616	7190	898	370	3239	824	0	38156	1862	546	0	16028
AC019080.5	1124	324	445	1352	1186	0	232	0	0	0	0	0	1438	0	0	0	381
AGPS	65650	122898	64139	85371	34527	11878	79753	7632	2972	41215	6609	831	62733	7666	11269	61814	41685
TTC30B	20314	7236	16495	21686	10516	1247	5827	1060	264	3803	574	0	8124	3376	1253	2069	6490
TTC30A	21080	12532	17649	23462	6578	1212	7733	2411	0	5162	212	586	16147	4389	1252	1839	7640
PDE11A	1328	810	6902	1072	1246	9	6871	268	104	0	106	0	6843	545	120	164	1649
RBM45	44686	22968	30233	43269	15933	2276	24415	2451	1003	14385	2860	366	47000	1851	3902	22336	17496
OSBPL6	71311	7275	50172	64162	20713	1553	25601	2821	822	1962	637	0	58251	0	1151	1638	19254
CHROMR	12848	23018	20587	14191	24927	4291	23190	11504	3043	6152	3657	0	14635	1172	2277	0	10343
PRKRA	522755	214774	435876	586549	222197	43994	241178	26079	12448	222358	14163	2014	978046	30228	83162	147810	236477
PJVK	19190	18459	23468	19183	12045	915	13291	827	229	6973	1001	117	15936	5450	895	3280	8829
FKBP7	24683	320433	36488	14638	59419	16196	342276	11785	9858	194277	2852	2762	45232	8597	25962	16318	70736
PLEKHA3	422396	378542	201231	404146	162036	33593	297616	30604	17466	318998	19972	4967	426812	57833	169415	147923	193347
TTN-AS1	70192	43759	59079	61392	43320	6525	33442	8369	2967	17277	6290	1908	33806	7111	7299	21464	26512
TTN	20797	15887	2438	4230	2207	205	3459	10025	2154	9144	9097	0	658	248792	2765	971	20802
AC009948.3	2890	2024	2900	4349	1658	463	2484	837	447	612	101	0	432	0	696	1257	1322
AC009948.2	2082	2712	3991	2362	2341	157	2007	444	0	802	0	0	323	571	539	0	1146
AC010680.3	4812	3603	4444	4019	2159	63	2451	401	0	408	422	0	1032	0	917	3098	1739
AC010680.2	1593	2926	3611	2759	638	0	1088	49	220	0	661	0	1211	0	333	1976	1066
AC010680.4	2137	1373	1645	2002	1469	0	1381	151	0	282	0	0	215	531	142	1303	789
AC010680.5	1235	301	629	194	688	0	303	433	0	0	0	0	0	0	0	222	250
AC010680.1	309	725	38	0	586	0	227	0	0	0	0	90	0	0	0	0	123
CCDC141	8051	1678	0	433	0	70	1333	6639	148	1181	4375	0	718	50529	261	0	4713
SESTD1	183107	167115	21583	12833	50745	16162	205173	21697	5281	83254	18554	3544	87513	7105	24904	108347	63557
ZNF385B	4546	329	3003	3176	1008	0	6860	0	645	0	0	0	3388	0	0	2201	1572
CWC22	248135	139874	129039	270245	105129	9658	118185	17844	5597	137975	11474	3361	92332	8564	41313	42202	86308
UBE2E3	890501	294248	495771	679495	321177	75929	348128	37852	14832	270163	18625	6361	1084280	18430	72075	218894	302923
AC068196.1	298	645	356	118	30	0	456	299	0	438	0	0	815	0	0	0	216
LINC01934	394	285	0	424	642	0	233	230	0	0	5319	228	238	0	0	147	509
ITGA4	1794	55590	354	579	6064	52	58361	352	895	17924	42132	1495	1049	0	14781	36	12591
CERKL	0	68	0	0	0	0	2034	0	0	0	0	0	0	0	0	611	169
NEUROD1	451	58	77	76	0	0	18419	0	0	0	81	0	0	0	0	1238	1275
AC009962.1	4909	294	2867	2011	2914	184	619	1728	199	414	258	0	5776	430	299	57	1435
ITPRID2	362932	197316	344140	425503	212286	44991	182951	87061	5639	199206	18560	7447	655698	22764	60938	0	176714
PPP1R1C	2831	5984	5436	3145	3061	97	4458	175	0	2793	0	177	11703	1306	3442	3396	3000
PDE1A	13896	24185	1058	1395	127662	1493	5303	9942	15829	6950	536	0	27402	312	893	3621	15030
DNAJC10	146524	289409	103730	161251	76449	21512	227247	42602	11557	137046	12762	2129	122179	38628	43725	94430	95699
FRZB	6166	5397	4041	4509	186171	12555	32422	1743	36077	1375	997	65	26689	1274	354	137	19998
NCKAP1	883878	341543	504248	1148477	228907	52716	306492	67448	21282	159219	8842	6541	717349	39210	65626	114215	291625
DUSP19	16885	11220	13344	18990	7843	554	7250	2222	884	3346	223	244	6322	1937	915	2591	5923
NUP35	125813	57180	121603	147315	68274	6728	31151	7468	2407	44062	4455	505	129724	4877	14703	81653	52995
AC021851.1	20446	3752	15767	26927	6379	414	2137	1244	0	3854	195	0	19004	189	649	2221	6449
AC021851.2	24408	416	4094	7612	514	0	267	0	0	0	110	0	1281	0	0	0	2419
AC093639.3	4426	0	267	702	7	0	0	0	0	0	238	0	381	0	0	0	376
AC096667.1	768	70	82	118	291	109	19	0	440	0	5851	0	73	0	0	0	489
ZNF804A	1450	0	183	215	652	20	892	68	0	0	1763	0	193	0	0	0	340
AC009315.1	5641	1467	3282	4906	920	0	810	1242	0	0	0	0	1995	1175	0	0	1340
FSIP2-AS1	5962	3353	8519	5097	3653	0	1957	810	0	367	136	231	1528	596	0	975	2074
FSIP2	13037	9047	6712	11893	4629	156	3065	2144	92	2761	915	0	1582	3448	0	1090	3786
AC097500.1	5302	1872	4580	5313	2598	0	1095	1257	0	0	100	0	1729	765	0	0	1538
LINC01473	82732	44984	83772	79644	59853	5172	21244	4705	1764	18358	1132	0	27849	9816	2402	392	27739
AC017071.1	10078	7144	10712	11622	5179	513	2830	60	816	1787	47	119	1892	1439	594	879	3482
ZC3H15	1201381	533596	674266	1384140	444568	72878	578927	64783	22088	723772	40219	6379	1548245	77454	279029	616809	516783
ITGAV	351830	155864	579531	473237	184786	30452	261258	31881	5673	52762	22893	9928	464219	21087	12965	27542	167869
FAM171B	7079	26479	6979	6794	22182	3431	34695	8835	431	8649	450	623	34228	1876	3152	4807	10668
CALCRL	53406	17639	2968	4345	22622	251	36190	202131	22656	3997	2223	194	5132	145	707	0	23413
TFPI	8460	494506	925	11783	1634	775	388735	456287	82710	601884	5040	3110	496	624	78860	35179	135688
GULP1	53733	109550	1892	12396	34674	46778	75974	9021	6267	74477	195	9443	10954	22601	16231	43252	32965
COL3A1	6666	159596	311	11220	346	607	3792050	6282	75857	23906	169	5004	217	2353	1623	718751	300310
COL5A2	28013	1570490	108955	35519	34521	1483	748320	1614	18227	258285	3166	3172	62069	117200	14807	175212	198816
AC133106.1	0	3156	30	44	0	0	0	0	0	531	0	0	0	0	0	0	235
WDR75	139998	86086	94279	129064	63315	4499	100821	14819	3517	59344	5253	1559	80175	12544	23102	78916	56081
SLC40A1	172340	14186	3177	7992	24733	2148	32815	18934	9702	3437	17530	645	4298	6669	3574	1043	20201
ASNSD1	191700	222949	107213	206593	123421	23596	150909	17242	7036	270324	7710	1733	251172	18505	60911	146500	112970
