Cj	qSK	LSC-2	CE	LSC-1	Mel	CF	Ves	MC	SK	IC	nm-cSC	LE	EC	TSK	hnESC	average
AL365361.1	3	0	0	1	2	0	60	1	1	0	26	0	0	0	0	0	5
KCNA3	1	0	0	0	0	0	75	0	0	0	9	0	0	0	0	0	5
CD53	8	3	4	12	1	1	4	0	0	2	310	0	2	0	0	2117	154
AL360270.2	184	89	45	306	14	3	23	2	1	30	4	0	47	14	7	0	48
AL360270.1	83	54	6	36	3	0	8	1	1	25	2	0	3	10	2	8	15
LRIF1	4968	2298	2270	5467	711	115	1591	107	18	2370	125	15	2774	194	642	1672	1583
AL360270.3	181	69	87	201	19	5	17	2	0	23	4	0	190	14	15	30	53
DRAM2	4485	1073	2678	4202	1023	312	2042	134	71	610	139	6	3195	171	165	1930	1389
CEPT1	1616	467	843	1555	403	74	949	57	15	260	33	7	515	59	42	1425	520
AL355816.1	32	3	6	51	1	0	0	1	0	0	3	0	5	0	0	0	6
AL355816.2	326	30	141	528	57	7	17	11	0	14	11	0	196	16	0	18	85
DENND2D	1954	23	1090	2772	168	12	248	33	5	11	56	0	971	106	4	42	468
CHI3L2	139	82	6	68	18	3	1813	5	3	9	14	0	5	4	71	483	170
PIFO	81	125	300	86	133	12	281	3	2	101	3	2	203	212	17	2041	225
OVGP1	161	63	143	130	80	5	82	13	1	32	6	0	65	25	11	257	67
AL390195.2	165	44	77	116	47	7	71	10	1	19	6	0	57	23	6	0	40
AL390195.1	32	12	37	46	4	2	10	1	0	10	0	0	61	5	0	0	13
WDR77	804	342	669	918	176	47	468	23	14	428	19	6	943	112	139	3074	511
ATP5PB	9055	2566	5048	8965	2405	486	2982	315	131	2372	207	29	7428	469	745	3433	2914
C1orf162	90	58	92	156	65	2	57	6	1	48	189	1	59	16	14	62	57
TMIGD3	6	9	1	0	0	0	2	3	0	2	45	0	0	0	0	46	7
ADORA3	1	0	0	0	1	1	0	0	0	0	36	0	0	0	0	14	3
RAP1A	6346	1752	3669	6494	1512	243	2427	296	97	1743	245	37	5935	214	430	3107	2159
LINC01160	0	7	0	0	0	0	1	0	0	0	1	0	0	0	0	1406	88
INKA2	316	17	226	255	221	11	134	22	33	9	9	4	506	17	4	2	111
INKA2-AS1	50	5	46	26	50	4	38	2	3	3	1	0	77	17	1	0	20
AL049557.1	14	4	13	7	7	2	10	1	0	6	2	1	9	7	1	0	5
DDX20	1002	442	809	895	498	51	687	51	15	471	34	1	907	65	135	1643	481
KCND3	67	23	34	20	76	5	39	4	4	10	0	0	62	36	4	6	24
LINC01750	5	0	4	0	15	0	4	0	0	0	0	1	7	0	0	0	2
AL445426.1	5	18	1	3	45	3	57	9	10	4	1	0	6	0	0	0	10
CTTNBP2NL	3988	674	1284	3544	866	66	1420	212	31	676	100	10	1323	46	202	955	962
WNT2B	615	218	240	421	254	11	549	32	5	133	16	1	247	8	37	464	203
AL354760.1	13	6	5	4	3	0	13	0	0	7	0	0	6	0	0	9	4
ST7L	1771	590	941	1042	670	87	733	51	22	417	18	5	686	83	82	1106	519
CAPZA1	7592	1495	4021	7651	1553	259	2417	245	77	1122	253	15	5819	166	416	3292	2274
MOV10	1558	210	897	1780	305	39	485	51	9	75	25	3	856	68	27	862	453
AL603832.1	14	5	13	21	5	1	1	2	0	3	0	1	35	0	2	13	7
RHOC	8834	2912	4354	8499	3044	471	3732	439	158	3099	200	46	8098	361	957	3223	3026
PPM1J	814	89	406	1050	206	12	251	13	2	39	6	1	544	29	26	548	252
AL603832.2	30	2	0	6	0	0	0	1	1	0	0	0	0	3	0	0	2
TAFA3	9	0	12	12	12	3	17	1	0	0	0	0	19	0	0	0	5
LINC01356	9	0	3	3	0	0	10	0	0	0	1	0	0	2	0	1716	109
SLC16A1	189	736	476	86	373	233	1705	67	26	401	63	13	683	296	178	2896	526
SLC16A1-AS1	79	378	126	81	102	49	1415	40	16	247	23	3	53	47	90	1051	237
LRIG2-DT	32	68	50	55	16	6	135	5	1	36	0	1	49	12	13	0	29
LRIG2	986	410	688	1008	344	47	688	36	16	233	34	8	210	66	46	1472	393
MAGI3	3504	353	1240	2839	549	52	586	72	20	165	22	4	1481	344	21	562	738
PHTF1	427	505	436	205	131	43	608	48	11	363	41	1	470	121	119	1151	292
RSBN1	3741	1665	2376	3216	1564	173	1421	142	58	1601	97	18	2597	194	401	1844	1319
AL137856.1	4	7	3	2	1	0	4	0	0	0	2	0	1	5	0	3	2
PTPN22	63	1255	2	26	12	2	345	1	1	323	123	0	1	4	9	3	135
AP4B1-AS1	25	25	13	34	8	3	12	0	0	6	2	1	3	0	0	18	9
BCL2L15	654	36	33	69	81	5	15	3	4	7	7	3	51	6	0	24	62
AP4B1	878	284	437	784	210	34	445	37	12	101	33	6	360	76	26	424	259
DCLRE1B	305	132	405	309	114	10	182	19	10	90	27	1	334	23	16	982	184
HIPK1-AS1	270	39	89	199	50	6	49	3	2	12	6	0	97	36	10	49	57
HIPK1	4104	2194	2287	3960	981	131	1365	137	57	1194	147	13	2427	415	307	1499	1326
OLFML3	281	4991	162	289	45	9	2866	16	27	3132	27	29	165	181	189	592	812
SYT6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	94	5
TRIM33	5333	1109	2835	5283	1152	157	1351	163	57	560	113	22	3477	183	155	2599	1534
BCAS2	8826	2540	4738	7993	2509	407	2605	215	85	2625	205	22	6888	183	765	2998	2725
DENND2C	9835	609	4207	9618	1720	122	308	118	32	565	87	8	8332	39	73	686	2272
AMPD1	39	2	2	9	2	0	0	0	0	0	1	0	10	0	0	0	4
NRAS	2564	597	2157	2800	727	133	1008	105	24	543	83	6	3165	63	214	2328	1032
CSDE1	10499	4014	5792	9811	3607	609	3813	446	192	2874	339	53	10111	499	998	3642	3581
SIKE1	3502	578	1653	4018	740	132	1713	135	34	470	64	2	1787	154	243	2814	1127
SYCP1	0	1	4	0	0	0	0	3	0	0	0	0	0	0	0	33	2
TSPAN2	90	2	148	22	263	2	288	35	6	1	11	0	68	9	0	50	62
NGF	23	195	15	2	6	1	951	2	6	494	1	4	312	0	121	29	135
VANGL1	893	139	577	478	304	37	537	10	6	38	4	3	708	3	16	806	284
CASQ2	1	1	4	1	1	0	1	2	34	3	1	0	13	0	0	54	7
NHLH2	23	4	14	3	29	1	22	1	0	0	1	4	7	0	0	31	8
SLC22A15	285	490	102	195	68	15	468	1	2	202	19	1	40	25	69	246	139
MAB21L3	222	7	13	103	66	1	4	1	0	9	0	0	17	0	2	0	27
ATP1A1	9973	2232	5677	8227	3827	686	3079	461	156	1345	303	51	9955	740	520	3259	3155
ATP1A1-AS1	523	150	301	446	224	47	166	44	29	41	19	7	287	13	9	0	144
LINC01762	11	1	12	1	0	1	3	0	0	6	0	0	0	3	0	6	2
AL390066.1	9	2	13	12	2	1	1	0	0	0	1	0	0	0	0	3	2
CD58	4488	1053	2236	3506	695	83	1091	88	21	1031	152	11	3015	90	189	294	1127
IGSF3	1295	108	1151	1377	593	125	54	18	3	23	13	1	1177	90	3	1458	468
CD2	10	1	4	6	1	0	3	0	0	2	150	0	2	0	0	0	11
AL157904.1	56	37	70	63	41	5	9	0	0	10	0	0	106	10	0	50	28
PTGFRN	2223	731	1775	1763	1017	104	551	28	16	188	16	7	1758	74	39	1560	740
CD101	30	21	17	34	38	1	1	0	0	10	7	0	28	3	0	85	17
AL445231.1	87	3	23	164	3	1	1	0	0	0	0	0	33	3	0	24	21
TTF2	1465	403	575	1370	349	38	801	30	10	240	36	0	448	72	85	2242	510
TRIM45	223	54	149	172	71	8	111	9	3	16	1	0	171	18	3	320	83
VTCN1	343	1	1	2	28	0	23	0	1	0	0	0	1	0	0	5	25
AL358072.1	47	22	13	27	11	2	79	2	0	17	1	1	10	1	3	16	15
MAN1A2	3847	1205	1751	3051	974	127	1994	173	71	648	85	16	1773	150	265	1838	1123
AL157902.1	2	0	1	4	3	0	0	1	0	0	0	0	0	0	0	0	0
TENT5C	1370	668	321	1013	443	41	68	29	24	212	98	6	404	113	28	70	306
GDAP2	1446	476	631	1528	273	58	710	34	10	300	37	5	504	67	145	732	434
WDR3	1158	490	663	1003	391	48	1017	41	16	627	14	5	556	78	211	2015	520
SPAG17	11	96	67	20	4	0	7	0	6	24	0	0	19	6	3	9	17
TBX15	0	1	0	4	0	1	85	8	26	1	0	0	3	0	0	60	11
WARS2	787	312	587	972	346	43	779	35	25	180	19	6	820	55	34	1069	379
WARS2-IT1	2	2	1	7	0	0	2	0	1	1	0	0	0	0	0	3	1
WARS2-AS1	270	143	198	270	103	6	341	13	10	46	7	2	87	20	22	0	96
AL359915.1	0	18	1	2	1	0	11	0	0	4	0	0	0	7	0	0	2
LINC01780	2	60	0	1	0	1	4	0	0	18	0	0	0	15	0	2	6
LINC00622	7	29	7	8	7	10	59	2	2	29	0	0	1	0	3	0	10
ZNF697	69	91	94	82	32	78	293	8	2	95	20	1	72	7	77	655	104
PHGDH	3037	480	3137	2908	1256	429	2123	25	8	159	24	24	4157	30	333	3292	1338
HMGCS2	223	0	14	8	7	0	0	0	0	0	0	0	3	0	1	0	16
ADAM30	5	22	1	0	0	1	1	0	0	8	0	0	0	0	2	0	2
NOTCH2	3855	2007	808	2918	587	127	2358	30	30	1095	85	9	1116	116	342	702	1011
AC245008.1	22	1	5	5	3	0	0	0	0	0	0	0	5	0	0	0	2
SEC22B	4501	2075	2387	4627	986	199	3512	130	44	2034	132	21	3321	240	961	2381	1721
AC253572.1	281	36	115	256	26	9	16	2	0	30	2	0	286	0	3	0	66
NBPF26	396	272	302	349	110	10	229	12	8	98	14	3	372	16	40	77	144
AC253572.2	389	110	329	221	136	15	58	12	2	48	96	2	222	151	13	0	112
LINC00623	2172	340	1200	1415	762	118	810	24	32	212	97	9	1445	70	27	381	569
FCGR1B	3	0	0	1	2	0	0	0	0	2	35	1	0	0	0	0	2
AC244453.2	46	2	5	8	4	0	2	1	0	0	4	1	0	0	2	0	4
FAM72B	33	1	72	50	5	3	17	1	0	0	1	1	71	1	3	216	29
SRGAP2C	3127	683	2146	3842	543	93	1156	117	34	181	84	13	1752	36	48	492	896
LINC02798	21	1	10	10	1	1	5	0	0	0	4	0	5	0	0	0	3
AC239800.2	12	4	1	7	3	3	7	12	0	0	3	0	5	0	0	12	4
LINC02591	591	44	201	393	141	18	304	14	8	8	16	0	217	15	2	0	123
HIST2H3PS2	380	39	54	179	54	13	102	7	2	18	8	1	56	2	12	10	58
FAM72C	52	1	44	97	5	0	13	2	0	0	0	0	61	0	0	262	33
LINC02802	1074	1095	888	1089	290	44	2180	40	18	659	5	2	1066	216	159	0	551
AC246785.3	50	4	10	11	10	1	8	2	0	0	6	0	27	7	0	28	10
NBPF15	163	126	184	95	55	11	303	11	4	47	5	0	113	4	14	342	92
SRGAP2B	2486	471	1543	3259	348	84	975	93	20	141	71	6	2001	50	54	273	742
FAM72D	39	3	83	83	0	1	28	8	0	2	0	1	75	4	0	307	39
AC245014.3	166	23	157	130	75	3	39	9	2	16	53	1	64	70	4	26	52
AC245014.1	27	0	1	7	5	0	2	0	0	0	2	0	0	0	0	20	4
NBPF20	122	89	137	106	76	3	212	8	3	36	1	0	93	10	16	227	71
GPR89A	742	414	755	824	313	72	503	32	4	256	20	2	940	34	108	800	363
PDZK1	25	18	192	105	15	0	28	0	0	11	1	0	33	1	2	39	29
CD160	13	45	21	21	6	0	35	0	0	32	5	1	9	0	10	25	13
RNF115	3705	1673	2202	3537	1077	230	2705	248	79	1114	115	14	2635	192	451	2884	1428
POLR3C	1418	485	659	1324	333	60	919	49	14	471	29	2	952	55	198	1338	519
NUDT17	116	100	55	64	35	11	96	7	2	74	5	3	113	27	8	132	53
PIAS3	1575	511	616	1063	448	50	814	54	8	203	19	5	553	83	69	822	430
ANKRD35	283	1014	5	51	20	1	894	5	7	431	8	5	29	29	116	407	206
ITGA10	66	1817	47	112	35	6	647	100	13	730	9	17	13	161	52	83	244
AC243547.1	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
PEX11B	1532	261	807	1783	350	49	673	29	12	274	13	3	381	60	59	927	450
RBM8A	9992	3957	5029	9465	3255	622	4249	443	157	3870	325	50	9711	614	1266	3640	3540
LIX1L-AS1	166	70	151	486	36	5	61	5	4	16	6	1	160	12	3	20	75
LIX1L	214	793	264	70	322	94	1360	123	56	382	59	9	315	146	52	1156	338
ANKRD34A	41	29	25	36	18	1	96	5	2	7	4	1	19	23	4	162	29
POLR3GL	3222	1425	1263	1968	1011	260	2168	202	79	962	113	10	1765	156	243	1694	1033
TXNIP	10433	3426	5022	7368	3969	477	3291	647	258	1004	383	77	1804	74	328	535	2443
AC239799.2	475	77	373	409	167	14	94	8	4	75	27	2	411	215	22	3	148
LINC01719	129	35	55	99	29	10	219	3	3	4	6	1	7	29	4	24	41
NBPF10	258	181	94	177	57	5	212	2	3	51	5	1	43	8	20	25	71
NOTCH2NLA	1011	263	261	1146	151	21	341	15	9	137	28	2	262	13	80	0	233
AC239799.1	183	24	70	80	25	1	19	0	0	3	0	0	63	3	0	0	29
AC245407.2	2940	794	1341	2684	621	78	393	38	20	283	35	6	1435	108	34	0	675
NBPF12	568	265	720	587	247	32	245	15	8	84	17	2	457	64	20	771	256
PRKAB2	835	497	889	944	346	70	1042	35	34	209	33	6	529	20	105	2469	503
AC242426.2	295	90	166	305	54	9	123	11	8	56	8	1	139	10	20	735	126
FMO5	760	138	101	533	58	13	51	15	2	42	9	2	107	13	5	175	126
CHD1L	222	104	281	309	72	39	83	7	0	58	9	2	810	43	25	2103	260
LINC00624	24	19	7	26	3	1	9	0	1	33	0	0	7	11	12	1321	92
BCL9	1012	289	662	870	324	25	269	21	10	198	11	6	1026	42	48	1546	397
ACP6	1295	195	649	1458	243	22	477	14	5	50	24	2	728	46	12	666	367
GJA5	1	0	0	0	0	0	2	4	1	0	0	0	0	0	0	0	0
GPR89B	593	266	461	563	238	52	326	13	6	178	17	2	649	24	42	152	223
AC239803.1	18	8	16	10	11	1	6	1	1	0	0	0	5	0	0	111	11
LINC02804	27	6	26	19	10	0	7	1	0	3	0	0	9	0	3	0	6
NBPF11	912	233	1153	994	372	44	186	23	8	72	28	1	508	32	27	1173	360
LINC02805	17	6	10	22	12	1	6	0	0	0	0	0	1	0	0	0	4
AC239809.3	635	179	1388	591	755	65	88	6	0	75	9	6	1716	11	4	109	352
LINC01731	385	3	207	162	108	13	124	5	2	1	1	0	653	0	0	13	104
LINC01138	2169	79	564	1912	229	22	238	12	10	25	78	2	391	23	7	0	360
AC245100.1	43	0	7	26	6	0	6	0	0	0	1	0	15	0	0	0	6
AC245100.6	29	0	4	12	0	0	17	0	1	0	0	0	0	0	0	3	4
PPIAL4G	18	10	9	11	5	0	4	1	1	2	2	0	9	0	0	6	4
NBPF14	620	308	323	428	134	10	521	4	4	124	7	0	281	36	60	249	194
NOTCH2NLB	13	6	3	21	0	0	0	0	0	2	3	0	0	0	0	0	3
NUDT4B	22	18	8	12	13	1	39	1	3	26	1	1	19	4	7	253	26
PDE4DIP	1901	811	1661	3271	418	141	2851	23	54	357	166	24	1395	226	233	2212	984
NBPF9	937	226	354	929	165	30	455	16	6	85	23	2	94	13	23	703	253
AC245297.3	4951	1553	3120	5138	1140	185	1860	63	71	706	144	33	3595	302	167	1179	1512
AC245297.2	188	87	155	226	69	12	125	2	2	35	5	6	107	13	14	64	69
NOTCH2NLC	785	172	206	834	99	9	218	6	8	72	21	1	185	27	43	0	167
NBPF19	973	264	588	950	205	24	504	4	8	111	37	2	904	41	78	487	323
AC242842.1	7	0	3	3	0	0	0	0	1	0	1	0	0	0	0	0	0
FCGR1A	0	1	0	5	1	0	0	2	1	0	75	0	0	0	0	0	5
HIST2H2BF	562	47	142	162	185	31	32	10	1	6	26	3	100	30	3	512	115
AC243772.2	115	7	5	16	13	3	9	1	0	0	10	0	9	3	0	5	12
HIST2H3D	11	2	0	3	7	1	5	1	0	0	2	1	0	4	0	10	2
HIST2H4A	50	0	9	9	18	2	19	0	0	0	1	0	7	0	0	48	10
HIST2H2AA3	55	0	33	18	8	1	1	0	0	0	1	0	18	0	0	0	8
HIST2H2AA4	2195	145	344	777	456	56	74	31	23	27	70	1	207	7	3	7	276
HIST2H4B	38	21	11	14	34	2	6	0	0	4	6	0	0	14	0	61	13
AC239868.1	191	38	95	153	48	6	47	4	3	7	2	0	58	41	3	0	43
HIST2H2BE	2742	108	1089	1545	630	145	81	39	6	20	64	7	1321	84	13	81	498
HIST2H2AC	1681	619	1147	1466	608	93	391	74	22	33	69	10	894	54	32	975	510
HIST2H2AB	156	20	67	108	63	12	17	2	2	4	4	2	44	25	4	75	37
BOLA1	2164	529	1341	2297	476	63	1048	40	29	201	14	6	1141	174	37	1331	680
SV2A	24	319	26	17	230	11	845	7	12	173	10	2	52	160	24	350	141
SF3B4	4331	1220	2544	4429	1359	189	1427	107	55	1340	76	11	4387	212	404	3025	1569
MTMR11	323	564	401	234	278	15	346	8	6	301	10	0	425	22	16	128	192
OTUD7B	2216	630	1167	3074	716	235	796	82	23	437	23	21	936	90	127	1164	733
AC244033.2	935	169	430	1061	194	27	84	13	4	74	12	3	520	66	7	0	224
VPS45	1835	497	830	1812	347	76	624	39	25	211	32	3	721	85	56	1010	512
PLEKHO1	599	251	195	179	550	155	1187	135	64	481	194	11	1274	24	148	848	393
AC242988.2	10	1	2	2	5	1	5	2	0	0	2	0	5	1	0	0	2
ANP32E	4957	1812	2439	4609	1390	240	1539	198	72	1438	171	21	2803	308	392	3324	1607
CA14	77	2	40	35	8	292	5	1	0	0	1	0	67	130	1	51	44
APH1A	6840	1457	3711	6707	2052	369	2172	237	40	1111	168	22	6784	225	343	2903	2196
C1orf54	862	205	323	797	86	28	852	102	108	139	93	0	394	147	21	162	269
CIART	1490	644	1904	2472	464	65	166	34	12	178	12	3	1052	367	56	224	571
MRPS21	8858	3217	4965	9006	2213	453	3724	316	178	2412	203	26	7914	473	814	3646	3026
PRPF3	1735	877	1043	1563	653	82	1039	85	29	672	44	9	625	160	195	1692	656
RPRD2	3005	866	1501	2528	808	116	1065	74	35	509	54	13	1766	182	138	1624	892
TARS2	1167	277	765	1348	223	29	608	21	13	117	22	0	763	106	36	1483	436
ECM1	3119	5481	3268	6408	222	51	3231	56	53	3903	48	8	2646	19	528	93	1820
FALEC	98	121	49	86	12	2	145	5	4	41	5	0	70	13	4	74	45
AL356356.1	9	1	6	10	2	0	0	1	0	0	3	0	3	0	0	0	2
ADAMTSL4	381	167	307	460	88	18	1198	52	5	71	23	5	188	15	32	537	221
ADAMTSL4-AS1	559	97	337	416	185	17	130	11	7	17	25	5	347	21	8	0	136
MCL1	10042	3468	6294	9653	3658	496	3441	419	171	2358	443	50	10685	595	818	3346	3496
ENSA	9362	1765	5056	9130	2625	327	2234	328	106	1372	227	21	9043	393	387	3424	2862
GOLPH3L	2955	642	1062	2328	470	49	849	63	18	233	29	5	636	157	66	1412	685
CTSS	6458	238	406	4282	691	59	398	166	7	215	326	0	1015	2	159	62	905
CTSK	520	2528	497	356	231	205	3046	27	54	1497	16	6	606	240	290	75	637
ARNT	1659	569	883	1984	379	82	1097	71	28	375	52	10	785	74	90	1179	582
SETDB1	1239	311	720	1153	357	56	553	52	15	160	28	7	656	72	44	1304	420
CERS2	2979	2035	1901	1831	1133	268	2285	196	45	1339	102	19	2453	274	441	1961	1203
ANXA9	221	3	19	301	2	0	6	0	0	2	0	0	29	2	0	20	37
MINDY1	829	167	211	759	120	44	138	24	3	24	12	6	271	50	6	102	172
PRUNE1	1327	247	647	1527	277	34	356	27	14	120	20	4	582	49	19	844	380
BNIPL	3834	29	1749	4895	380	23	65	21	6	16	26	1	2335	6	4	27	838
C1orf56	5066	1056	2555	5152	1200	181	1497	119	67	931	140	22	5169	166	220	1489	1564
CDC42SE1	6880	1101	3875	7268	1624	250	1628	175	86	1228	241	26	6411	186	302	2512	2112
MLLT11	797	480	482	754	168	20	575	11	11	440	37	1	633	104	110	1037	353
GABPB2	1075	353	760	937	365	48	604	35	30	86	27	7	401	62	27	659	342
AL592424.1	16	3	7	5	6	1	10	2	0	0	0	0	0	5	0	0	3
SEMA6C	438	136	131	90	160	16	189	40	4	22	2	3	181	58	8	353	114
TNFAIP8L2	1	3	0	1	0	0	0	0	0	0	13	0	0	0	0	0	1
SCNM1	3170	888	1693	3793	671	145	1570	93	30	1002	87	6	2288	125	424	2361	1146
LYSMD1	494	158	365	670	123	16	192	9	2	85	6	2	137	50	6	497	175
VPS72	4659	680	1742	3971	726	145	1131	78	37	506	33	8	1835	114	114	2355	1133
PIP5K1A	3623	1100	2416	4914	895	91	1205	102	35	541	67	11	2649	202	147	2121	1257
PSMD4	7147	2258	4099	6981	1812	363	2820	246	123	1928	138	22	5424	298	708	3468	2364
ZNF687-AS1	393	70	184	496	71	13	113	13	3	33	16	1	326	34	4	0	110
ZNF687	753	205	400	828	200	41	340	19	4	66	12	3	569	90	27	752	269
PI4KB	2548	817	1216	2614	675	164	1159	85	30	542	67	9	2245	169	144	1429	869
AL391069.3	2	4	5	8	1	1	1	0	0	0	0	0	9	0	0	296	20
RFX5	994	191	622	1176	237	37	340	40	8	97	46	3	1154	52	24	628	353
AL391069.2	95	21	64	77	35	12	32	11	1	15	14	0	313	27	3	320	65
SELENBP1	3275	1507	707	1233	392	148	843	46	101	643	8	3	571	40	13	243	610
PSMB4	7816	2531	3924	7569	2275	465	3500	312	140	2011	190	29	4789	412	821	3518	2518
POGZ	2655	1137	1722	2203	1007	190	1571	153	44	498	82	23	1279	297	115	1719	918
CGN	1513	34	79	1388	29	14	8	7	2	9	6	0	100	63	0	2007	328
TUFT1	4885	577	3433	7094	671	93	302	77	11	218	61	7	4737	260	39	630	1443
AL365436.2	701	118	354	936	59	8	67	13	1	38	10	1	232	43	8	0	161
SNX27	2961	1124	2112	3618	777	212	1452	79	44	486	97	10	2283	220	194	2590	1141
AL391335.1	1	10	2	4	0	0	0	0	0	0	1	0	0	7	0	11	2
CELF3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	11	0
RIIAD1	0	12	0	1	0	12	5	0	1	4	0	0	3	0	0	23	3
MRPL9	3894	947	2418	3655	1255	208	1563	139	40	1031	68	6	3671	145	338	3109	1405
OAZ3	642	81	185	541	27	9	56	9	1	44	2	2	322	10	13	584	158
AL589765.4	0	2	1	3	0	0	1	0	0	0	0	0	0	0	0	24	1
TDRKH	202	44	89	446	22	2	90	9	2	20	5	1	112	15	7	767	114
TDRKH-AS1	109	14	30	114	13	3	33	3	0	11	2	1	14	0	0	236	36
AL589765.6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1
LINGO4	17	0	0	19	0	0	0	0	0	0	0	0	0	1	0	0	2
RORC	834	5	212	822	131	4	1	5	0	0	8	0	166	71	0	3	141
C2CD4D	166	9	46	100	100	8	5	2	0	2	4	1	169	27	2	52	43
C2CD4D-AS1	5	0	0	5	0	0	2	0	0	0	0	0	14	0	0	0	1
THEM5	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
THEM4	1034	1067	868	1416	351	84	604	78	16	646	56	7	1068	147	234	1467	571
AL450992.2	7	10	1	1	2	0	11	0	0	0	0	0	0	0	0	20	3
S100A10	11681	5610	6561	10701	4153	811	4995	664	192	4103	477	80	11266	68	1341	3734	4152
AL450992.1	38	11	16	49	4	0	1	2	0	10	0	0	2	0	0	12	9
S100A11	11938	5481	6508	10867	4187	691	5440	605	266	4100	465	64	11265	162	1398	3676	4194
TCHH	224	62	46	13	71	2	3	6	1	43	61	0	86	0	28	45	43
FLG-AS1	422	30	27	81	20	4	40	3	1	4	2	0	36	5	1	12	43
AL589986.2	427	3	14	96	12	2	1	0	1	2	0	0	190	0	0	40	49
HRNR	17	6	0	4	3	0	0	0	0	0	0	0	0	2	0	4	2
FLG2	15	0	3	3	3	1	1	0	0	2	0	0	3	0	0	3	2
CRNN	68	0	1	2	0	0	0	0	0	0	0	0	3	0	0	0	4
LCE5A	9	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
KPRP	178	0	15	122	8	1	0	1	0	0	0	0	20	0	0	0	21
LCE1E	19	0	5	9	1	0	0	0	0	0	0	0	7	0	0	0	2
IVL	1901	9	49	1628	18	8	46	8	0	5	7	0	426	0	4	0	256
LINC01527	10	0	9	37	0	0	0	0	0	0	0	0	8	0	0	0	4
SPRR1A	435	1	3	124	2	0	0	1	1	0	0	0	32	0	0	0	37
SPRR3	1702	7	4	304	7	3	37	1	0	0	2	2	116	0	3	0	136
SPRR1B	1681	6	74	409	73	7	146	3	0	3	7	0	1748	0	9	0	260
SPRR2D	466	4	45	204	25	3	20	5	0	4	1	0	979	0	2	0	109
SPRR2A	2218	25	107	940	90	23	166	15	5	6	18	2	2060	1	12	0	355
SPRR2E	82	3	1	19	2	0	6	0	1	4	1	0	35	0	0	0	9
SPRR2F	147	2	2	16	4	1	1	1	0	0	1	0	24	0	0	0	12
LOR	109	1	15	94	3	0	1	0	0	0	4	0	6	0	0	0	14
PGLYRP3	42	0	7	33	2	0	1	0	0	0	0	0	4	0	0	0	5
PGLYRP4	856	1	60	359	24	1	3	2	0	4	2	0	63	0	0	0	85
S100A9	8521	592	536	3788	985	126	3701	245	83	10	191	14	1956	2	42	0	1299
S100A12	480	2	3	86	5	1	3	1	0	0	13	0	49	0	0	0	40
S100A8	7469	428	391	2676	750	95	3042	162	66	21	145	5	2314	3	35	0	1100
S100A7	204	18	2	29	3	0	88	1	1	188	2	0	0	0	6	0	33
BX470102.1	17	5	12	8	8	0	5	0	0	0	1	0	17	0	0	0	4
S100A6	11952	5646	6643	10908	4265	740	5564	686	294	4103	509	81	11278	789	1414	980	4115
S100A5	222	61	97	203	17	4	40	1	0	39	5	0	141	0	15	0	52
S100A4	11905	5636	6627	10906	3882	568	5328	547	280	4101	498	80	11176	720	1232	368	3990
S100A3	438	697	374	254	273	14	467	20	27	1726	4	0	659	32	300	5	330
S100A2	6345	653	5745	4240	4221	328	2504	146	39	751	114	16	11023	30	582	33	2298
BX470102.2	797	77	497	847	125	10	113	5	1	124	4	5	723	14	9	0	209
S100A16	10410	1354	5334	8709	2967	161	3146	446	22	2246	84	27	10875	147	535	1417	2992
S100A14	10795	283	5661	10634	2877	164	473	121	26	190	106	4	9258	21	51	1970	2664
S100A13	8230	4263	5640	7561	2170	564	4454	497	127	3467	95	36	9106	611	888	3325	3189
S100A1	149	22	91	115	72	154	26	2	2	12	0	8	101	2	2	104	53
AL162258.2	359	98	190	513	53	4	40	7	2	17	6	1	185	15	5	110	100
CHTOP	4380	1076	2475	4106	1135	154	2096	126	54	1034	72	17	4438	201	475	3090	1558
SNAPIN	4196	998	2806	4752	834	142	1551	115	43	892	63	11	3061	186	201	2066	1369
ILF2	7723	3065	4098	7355	2502	429	3176	264	79	3286	196	22	7919	400	890	3422	2801
NPR1	3	0	2	4	5	2	17	97	1	0	0	0	2	0	0	6	8
INTS3	1859	587	1293	1858	458	68	1000	78	26	176	29	8	600	124	23	1508	605
SLC27A3	799	325	1017	593	477	139	400	86	28	54	28	3	926	66	6	1209	384
GATAD2B	2486	863	1540	2554	767	104	1334	123	46	434	73	14	1260	128	151	842	794
AL358472.5	54	33	41	68	16	2	20	5	1	22	5	1	31	36	9	18	22
DENND4B	569	227	392	593	158	49	511	49	11	84	56	1	191	64	64	1463	280
CRTC2	1655	528	841	1626	440	70	708	83	29	337	64	9	1165	176	87	763	536
SLC39A1	4794	2531	3384	5060	1918	386	2532	263	81	1776	133	24	5465	245	491	3243	2020
AL358472.4	297	68	147	216	76	8	55	29	4	9	6	2	165	77	4	162	82
AL358472.3	65	11	18	63	4	1	18	5	0	0	3	0	6	9	0	30	14
